name,location,link,rooms,bathrooms,construction (m2),terrain (m2),divisa,price MP,Delegacion,colonia,gym,pool,pet,garage,elevador,terrace,garden
Departamento PH Venta Col. General Anaya Residencial Mariposa,"General Pedro Maria Anaya, Benito Juárez",/propiedades/departamento-ph-venta-col.-general-anaya-residencial-56430701.html,2.0,2.0,85.0,85.0,1,4.195, Benito Juárez,GeneralPedroMariaAnaya,0,0,0,1,0,0,1
Departamento en Venta - Polanco,"Arquimedes, Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-polanco-56469941.html,3.0,3.0,193.0,193.0,1,18.5252, Miguel Hidalgo,Polanco,1,0,0,0,1,1,1
"Av San Jerónimo, La Otra Banda, Coyoacán","Ave San Jeronimo, La Otra Banda, Coyoacán",/propiedades/av-san-jeronimo-la-otra-banda-coyoacan-56431234.html,2.0,2.0,141.0,141.0,1,6.9, Coyoacán,LaOtraBanda,1,0,0,1,0,0,1
"Av San Jerónimo, La Otra Banda, Coyoacán","Ave San Jerónimo, La Otra Banda, Coyoacán",/propiedades/av-san-jeronimo-la-otra-banda-coyoacan-56431254.html,2.0,2.0,141.0,270.0,1,8.9, Coyoacán,LaOtraBanda,1,0,0,1,0,0,1
"Privada de Tamarindos, Bosques de Las Lomas, Cuajimalpa Cdmx.","privada de tamarindos, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/privada-de-tamarindos-bosques-de-las-lomas-56431455.html,4.0,4.0,313.0,313.0,1,12.9, Cuajimalpa de Morelos,BosquesdelasLomas,1,0,0,1,1,1,0
"Departamento Col. Anáhuac, Miguel Hidalgo A. V","Colegio Salesiano, Anahuac, Miguel Hidalgo",/propiedades/departamento-col.-anahuac-miguel-hidalgo-a.-v-56431513.html,3.0,2.0,116.0,116.0,1,4.9, Miguel Hidalgo,Anahuac,0,0,0,1,0,0,0
Se Vende Departamento en City Towers Grand (Eje 8. Al Lado de Patio Universidad),"Avenida Popocateptl 474, Xoco, Benito Juárez",/propiedades/se-vende-departamento-en-city-towers-grand-eje-8.-al-56471697.html,2.0,2.0,82.0,82.0,1,4.74, Benito Juárez,Xoco,1,1,0,1,0,0,1
Vendo Departamento en Insurgentes Mixcoac a Una Cuadra de Galerías Insurgente Mv,"Cádiz 4, Insurgentes Mixcoac, Benito Juárez",/propiedades/vendo-departamento-en-insurgentes-mixcoac-a-una-cuadra-56471709.html,3.0,2.0,140.0,160.0,1,5.85, Benito Juárez,InsurgentesMixcoac,0,0,0,1,1,0,0
"Bello Departamento Elegante, Finos Acabados, Nogal, Madera Tzalam","Aristoteles, Polanco, Miguel Hidalgo",/propiedades/bello-departamento-elegante-finos-acabados-nogal-56471771.html,3.0,3.0,211.0,211.0,1,22.9, Miguel Hidalgo,Polanco,0,0,0,1,0,0,0
"Bello Departamento Acabados de Lujo, Nogal, Marmol, Iluminado, Calle Tranquila","Aristoteles, Polanco, Miguel Hidalgo",/propiedades/bello-departamento-acabados-de-lujo-nogal-marmol-56471772.html,2.0,3.0,179.0,179.0,1,18.9, Miguel Hidalgo,Polanco,0,0,0,1,0,1,0
Elegante Departamento a Estrenar Terminados de Lujo,"Aristoteles, Polanco, Miguel Hidalgo",/propiedades/elegante-departamento-a-estrenar-terminados-de-lujo-56471773.html,2.0,3.0,179.0,179.0,1,18.5, Miguel Hidalgo,Polanco,0,0,0,1,0,0,0
Elegante Iluminado Departamento Acabados Madera Tzalam Marmol Nogal,"Aristoteles, Polanco, Miguel Hidalgo",/propiedades/elegante-iluminado-departamento-acabados-madera-tzalam-56471774.html,2.0,3.0,267.0,267.0,1,18.5, Miguel Hidalgo,Polanco,0,0,0,1,0,1,0
Bello Garden Para Venta o Renta Para Estrenar Cv,"Polanco, Miguel Hidalgo",/propiedades/bello-garden-para-venta-o-renta-para-estrenar-cv-56471781.html,3.0,2.0,194.0,274.0,1,23.0, Miguel Hidalgo,Polanco,0,0,0,1,0,1,1
Bonito Departamento en Venta en La Cité Santa Fe,"Carretera México-toluca, Santa Fe, Alvaro Obregón",/propiedades/bonito-departamento-en-venta-en-la-cite-santa-fe-56472299.html,1.0,1.0,69.0,69.0,1,3.5, Alvaro Obregón,SantaFe,1,0,1,1,1,0,1
"Dpto en Venta en Golfo de Vizcaya, Tacuba.","Golfo de Vizcaya, Tacuba, Miguel Hidalgo",/propiedades/dpto-en-venta-en-golfo-de-vizcaya-tacuba.-56453075.html,2.0,2.0,109.0,109.0,1,4.243, Miguel Hidalgo,Tacuba,0,0,0,1,0,0,0
Departamentos de Lujo en Lomas de Chamizal (S),"BAYONETA, Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/departamentos-de-lujo-en-lomas-de-chamizal-s-56453091.html,3.0,2.0,87.0,87.0,1,3.6, Cuajimalpa de Morelos,LomasdelChamizal,0,0,0,1,0,1,1
Venta de P. H en Calle Guanajuato.,"Guanajuato, Roma Norte, Cuauhtémoc",/propiedades/venta-de-p.-h-en-calle-guanajuato.-56453110.html,2.0,2.0,117.0,117.0,1,9.35, Cuauhtémoc,RomaNorte,0,0,0,1,0,1,0
Av Sta Fe. High Park (Mejor Precio),"Santa Fe, Alvaro Obregón",/propiedades/av-sta-fe.-high-park-mejor-precio-56453277.html,3.0,2.0,120.0,120.0,1,10.8, Alvaro Obregón,SantaFe,0,0,0,1,0,0,0
Departamento en Venta en Lomas del Chamizal,"Secretaria de Marina 700 Torre 3 - 1502, Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-en-lomas-del-chamizal-56457665.html,3.0,3.0,306.0,306.0,1,17.9, Cuajimalpa de Morelos,LomasdelChamizal,1,0,0,0,0,0,0
Simplemente Hermoso Depto. en Santa Fe,"Santa Fe, Alvaro Obregón",/propiedades/simplemente-hermoso-depto.-en-santa-fe-56457681.html,2.0,2.0,199.0,199.0,1,9.0, Alvaro Obregón,SantaFe,1,0,0,0,0,0,0
Veramonte - La Loma de Santa Fe,"Santa Fe La Loma, Alvaro Obregón",/propiedades/veramonte-la-loma-de-santa-fe-56457935.html,3.0,3.0,265.0,265.0,1,26.0, Alvaro Obregón,SantaFeLaLoma,1,1,0,0,0,0,1
A 5 Minutos de La Condesa y Roma A. V,"EJE CENTRAL, Obrera, Cuauhtémoc",/propiedades/a-5-minutos-de-la-condesa-y-roma-a.-v-56485480.html,2.0,1.0,44.0,44.0,1,1.2109999999999999, Cuauhtémoc,Obrera,1,0,0,1,1,0,0
"Lujoso Departamento en Venta, Reforma 222","PASEO DE LA REFORMA, Juárez, Cuauhtémoc",/propiedades/lujoso-departamento-en-venta-reforma-222-56458725.html,2.0,2.0,156.0,156.0,1,12.0, Cuauhtémoc,Juárez,0,0,0,0,0,0,0
"Reforma 222, Bonito Departamento en Venta.","REFORMA 222, Juárez, Cuauhtémoc",/propiedades/reforma-222-bonito-departamento-en-venta.-56458760.html,2.0,2.0,136.0,136.0,1,10.0, Cuauhtémoc,Juárez,0,0,0,0,0,0,0
"Vendo Depto Parque San Andrés, ""Periférico Sur"", Coyoacán","Parque San Andrés, Coyoacán",/propiedades/vendo-depto-parque-san-andres-periferico-sur-56869483.html,3.0,2.0,91.0,91.0,1,4.4135, Coyoacán,ParqueSanAndrés,0,0,0,1,1,0,0
Departamento en La del Valle,"NICOLAS SAN JUAN 555, Del Valle, Benito Juárez",/propiedades/departamento-en-la-del-valle-56992966.html,3.0,1.0,85.0,85.0,1,1.1270850000000001, Benito Juárez,DelValle,0,0,0,0,0,0,0
"Departamento en Venta, Juan Mella / Polanco","Juan Vazquez Mella, Polanco I Sección, Miguel Hidalgo",/propiedades/departamento-en-venta-juan-mella-polanco-56869591.html,2.0,1.0,120.0,120.0,1,5.9, Miguel Hidalgo,PolancoISección,0,0,0,1,0,0,0
Lomas Altas 141,"Paseo de Lomas Altas, Lomas Altas, Miguel Hidalgo",/propiedades/lomas-altas-141-56975656.html,2.0,2.0,840.0,840.0,0,69.3, Miguel Hidalgo,LomasAltas,0,0,0,0,0,0,0
"Venta de Departamento en Col. Anáhuac, Miguel Hidalgo $1,960,000pesos","Lago Cuitzeo 54, Anahuac, Miguel Hidalgo",/propiedades/venta-de-departamento-en-col.-anahuac-miguel-hidalgo-56993046.html,2.0,1.0,93.0,93.0,1,1.96, Miguel Hidalgo,Anahuac,0,0,0,1,0,0,0
Residencial Nuevo Polanco Departamento Primer Nivel Al Lado Torre Pemex,"Laguna  de Mayran 375 , Anahuac, Miguel Hidalgo",/propiedades/residencial-nuevo-polanco-departamento-primer-nivel-al-56869833.html,2.0,2.0,81.0,81.0,1,3.795, Miguel Hidalgo,Anahuac,0,0,0,1,0,0,0
"Condesa, Magnifico Gh en Condesa a Unos Pasos del Parque México","Condesa, Cuauhtémoc",/propiedades/condesa-magnifico-gh-en-condesa-a-unos-pasos-del-56993115.html,3.0,2.0,115.0,135.0,1,9.650475, Cuauhtémoc,Condesa,0,0,0,0,0,0,0
"Vendo Depto Parque San Andrés, ""Periférico Sur"", Coyoacán","Parque San Andrés, Coyoacán",/propiedades/vendo-depto-parque-san-andres-periferico-sur-56869838.html,3.0,2.0,91.0,91.0,1,4.459, Coyoacán,ParqueSanAndrés,0,0,0,1,1,0,0
San Pablo Tepetlapa,"División del Norte Private Park II, Pueblo de San Pablo Tepetlapa, Coyoacán",/propiedades/san-pablo-tepetlapa-56975906.html,2.0,2.0,74.0,74.0,1,3.2, Coyoacán,PueblodeSanPabloTepetlapa,1,0,0,1,1,0,1
"Del Gas, Azcapotzalco, Magníficos Deptos. con Amenidades Inigualables, Preventa","Del Gas, Azcapotzalco",/propiedades/del-gas-azcapotzalco-magnificos-deptos.-con-56993356.html,1.0,1.0,52.0,52.0,1,2.12, Azcapotzalco,DelGas,0,0,0,0,0,1,0
"Departamento de 2 Recámaras, 2 Baños, 1 Auto. Súper Ubicado","Héroes de la Intervención, San Pedro de los Pinos, Benito Juárez",/propiedades/departamento-de-2-recamaras-2-banos-1-auto.-super-56976084.html,2.0,2.0,60.0,60.0,1,2.2, Benito Juárez,SanPedrodelosPinos,0,0,0,1,0,0,0
"Del Gas, Azcapotzalco, Magníficos Deptos. con Amenidades Inigualables, Preventa","Del Gas, Azcapotzalco",/propiedades/del-gas-azcapotzalco-magnificos-deptos.-con-56993424.html,3.0,2.0,144.0,144.0,1,6.14, Azcapotzalco,DelGas,0,0,0,0,0,1,0
Departamento en Venta Portales Nuevo Benito Juarez,"ALHAMBRA 73 COL PORTALES SUR ALCALDIA BENITO JUAREZ , Portales, Benito Juárez",/propiedades/departamento-en-venta-portales-nuevo-benito-juarez-56993470.html,2.0,2.0,66.0,66.0,1,2.4, Benito Juárez,Portales,1,0,0,1,1,1,0
Departamento en Venta Portales,"Alhambra, Portales, Benito Juárez",/propiedades/departamento-en-venta-portales-56976635.html,3.0,2.0,75.0,75.0,1,3.48, Benito Juárez,Portales,1,0,0,1,1,1,1
Hermoso Depto en El Refugio La Loma Santa Fe,"BERNARDO QUINTANA 500, SANTA FE LA LOMA, Santa Fe La Loma, Alvaro Obregón",/propiedades/hermoso-depto-en-el-refugio-la-loma-santa-fe-56878592.html,3.0,3.0,200.0,200.0,1,10.55, Alvaro Obregón,SantaFeLaLoma,1,0,0,1,0,0,1
"Hermoso Depto en Remate Col. del Valle, Benito Juarez. Aprovecha Gran Oportunidad!","Del Valle, Benito Juárez",/propiedades/hermoso-depto-en-remate-col.-del-valle-benito-juarez.-56994184.html,3.0,2.0,90.0,90.0,1,1.56, Benito Juárez,DelValle,0,0,0,0,0,0,0
Cerca de Sens,"Excelente Departaamento!!!, El Molino, Cuajimalpa de Morelos",/propiedades/cerca-de-sens-56879399.html,2.0,2.0,65.0,65.0,1,3.8, Cuajimalpa de Morelos,ElMolino,0,0,0,1,0,0,1
Cerca de Sens,"Excelente Departaamento!!!, Lomas de Vista Hermosa, Cuajimalpa de Morelos",/propiedades/cerca-de-sens-56879404.html,2.0,2.0,65.0,65.0,1,3.8, Cuajimalpa de Morelos,LomasdeVistaHermosa,0,0,0,1,0,0,1
Hermoso Departamento en Remate Narvarte Benito Juarez. Oportunidad Única!,"Narvarte, Benito Juárez",/propiedades/hermoso-departamento-en-remate-narvarte-benito-juarez.-56994990.html,2.0,1.0,70.0,70.0,1,2.787, Benito Juárez,Narvarte,0,0,0,0,0,0,0
Inmejorable Oportunidad Remate en Anahuac,"Anahuac, Miguel Hidalgo",/propiedades/inmejorable-oportunidad-remate-en-anahuac-56994995.html,2.0,2.0,75.0,75.0,1,0.917, Miguel Hidalgo,Anahuac,0,0,0,0,0,0,0
"Hermoso Departamento en Remate Narvarte, Benito Juarez, Oportunidad Única!","Narvarte, Benito Juárez",/propiedades/hermoso-departamento-en-remate-narvarte-benito-56995122.html,1.0,1.0,70.0,70.0,1,1.452433, Benito Juárez,Narvarte,0,0,0,0,0,0,0
Departamento en Venta | Vidalta,"Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-vidalta-56986614.html,2.0,2.0,325.0,325.0,0,24.2, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,1,0
Carso Pisarro de 1 Recamara. Lago Zurich,"LAGO ZURICH 219, Ampliación Granada, Miguel Hidalgo",/propiedades/carso-pisarro-de-1-recamara.-lago-zurich-56962525.html,1.0,1.0,70.0,70.0,1,5.95, Miguel Hidalgo,AmpliaciónGranada,1,1,0,1,0,0,0
Amplio Departamento con Uso de Suelo,"Polanco, Miguel Hidalgo",/propiedades/amplio-departamento-con-uso-de-suelo-56962723.html,1.0,2.0,296.0,296.0,0,24.2, Miguel Hidalgo,Polanco,0,0,0,1,0,0,0
Lujoso Departamento en Remate Col. Bosque de Las Lomas. Miguel Hidalgo.,"Bosque de las Lomas, Miguel Hidalgo",/propiedades/lujoso-departamento-en-remate-col.-bosque-de-las-57062173.html,4.0,3.0,160.0,160.0,1,4.365407, Miguel Hidalgo,BosquedelasLomas,0,0,0,0,0,0,0
Departamento en Preventa en Anzures,"Anzures, Miguel Hidalgo",/propiedades/departamento-en-preventa-en-anzures-57027131.html,2.0,2.0,82.0,82.0,1,5.125, Miguel Hidalgo,Anzures,0,0,0,1,0,1,0
"Cofre de Perote, Amplio Departamento","Cofre de Perote 273, Lomas de Chapultepec VIII Secc, 11000 Ciudad de México, CDMX, México, Lomas de Chapultepec, Miguel Hidalgo",/propiedades/cofre-de-perote-amplio-departamento-57042348.html,2.0,3.0,205.0,205.0,1,13.5, Miguel Hidalgo,LomasdeChapultepec,1,1,0,1,0,0,0
Oportunidad de Depto en Miguel Hidalgo! Llama! Agenda Tu Cita Hoy!,"Lago de Guija 44, Tacuba, Miguel Hidalgo",/propiedades/oportunidad-de-depto-en-miguel-hidalgo!-llama!-agenda-57042437.html,2.0,1.0,65.0,65.0,1,1.44, Miguel Hidalgo,Tacuba,0,0,0,0,0,0,0
Oportunidad de Depto en Escandon! Llama! Agenda Tu Cita Hoy!,"Cda 13 Septiembre 18, Escandón, Miguel Hidalgo",/propiedades/oportunidad-de-depto-en-escandon!-llama!-agenda-tu-57042526.html,3.0,2.0,86.0,86.0,1,1.44, Miguel Hidalgo,Escandón,0,0,0,0,0,0,0
Venta Departamento San Jose de Los Cedros Cuajimalpa,"San jose de los cedros, San José de los Cedros, Cuajimalpa de Morelos",/propiedades/venta-departamento-san-jose-de-los-cedros-cuajimalpa-57049271.html,2.0,2.0,107.0,107.0,1,4.2, Cuajimalpa de Morelos,SanJosédelosCedros,0,1,1,1,1,0,0
"Venta de Departamento en Narvarte, Cdmx","Narvarte, Benito Juárez",/propiedades/venta-de-departamento-en-narvarte-cdmx-57000838.html,3.0,2.0,103.0,103.0,1,4.2989999999999995, Benito Juárez,Narvarte,0,0,0,1,1,0,0
Departamento Nuevecito en San Angel,"San Angel, Alvaro Obregón",/propiedades/departamento-nuevecito-en-san-angel-57062660.html,2.0,2.0,152.0,152.0,1,9.85, Alvaro Obregón,SanAngel,0,0,0,0,0,0,0
"Departamento en Venta en Tizapán San Ángel $4,000,000pesos.","Cerrada de Canoa 10, Tizapan, Alvaro Obregón",/propiedades/departamento-en-venta-en-tizapan-san-angel-57062719.html,3.0,2.0,134.0,134.0,1,4.0, Alvaro Obregón,Tizapan,0,0,0,1,1,0,1
"Amplio E Iluminado Departamento, Frente a Artz Pedregal","Héroes de Padierna, La Magdalena Contreras",/propiedades/amplio-e-iluminado-departamento-frente-a-artz-57027714.html,3.0,2.0,180.0,180.0,1,7.25, La Magdalena Contreras,HéroesdePadierna,1,1,0,1,0,0,1
"Departamento de Recuperación Hipotecaria, Col. del Valle Centro","Xola 707, Del Valle, Benito Juárez",/propiedades/departamento-de-recuperacion-hipotecaria-col.-del-57027739.html,3.0,2.0,152.0,152.0,1,1.11, Benito Juárez,DelValle,0,0,0,1,0,0,0
"Departamento en Venta en Narvarte $1,670,000pesos","Dr José María Vértiz 736, Narvarte, Benito Juárez",/propiedades/departamento-en-venta-en-narvarte-$1-670-000pesos-57062987.html,3.0,2.0,185.0,185.0,1,1.67, Benito Juárez,Narvarte,0,0,0,1,0,0,0
"General Anaya, Riff. - Vendo Muy Buen Departamento","General Pedro Maria Anaya, Benito Juárez",/propiedades/general-anaya-riff.-vendo-muy-buen-departamento-57043013.html,3.0,2.0,112.0,112.0,1,2.99, Benito Juárez,GeneralPedroMariaAnaya,0,1,0,0,0,0,0
Departamento en Venta en del Valle a Estrenar,"Del Valle, Benito Juárez",/propiedades/departamento-en-venta-en-del-valle-a-estrenar-57002058.html,2.0,2.0,108.0,108.0,1,6.6, Benito Juárez,DelValle,0,0,0,1,0,0,0
Departamentos en Venta a Estrenar en Escandón,"Constitución, Escandón, Miguel Hidalgo",/propiedades/departamentos-en-venta-a-estrenar-en-escandon-57002105.html,2.0,2.0,141.0,141.0,1,6.127000000000001, Miguel Hidalgo,Escandón,0,0,0,1,0,0,1
Departamentos en Venta en Benito Juarez,"Popocatépetl, Portales, Benito Juárez",/propiedades/departamentos-en-venta-en-benito-juarez-57031544.html,2.0,2.0,78.0,78.0,1,4.398975, Benito Juárez,Portales,1,1,1,1,0,1,0
Departamento en Venta | Bosques de Las Lomas,"Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-bosques-de-las-lomas-57043221.html,3.0,3.0,300.0,300.0,1,16.5, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,1,1,0,0,0
"Providencia, del Valle Centro, Benito Juárez","Del Valle, Benito Juárez",/propiedades/providencia-del-valle-centro-benito-juarez-57063912.html,3.0,2.0,110.0,110.0,1,4.8, Benito Juárez,DelValle,0,0,0,0,1,0,0
"Departamento en Colonia Jardín Balbuena, Venustiano Carranza, Cdmx.","Jardín Balbuena, Venustiano Carranza",/propiedades/departamento-en-colonia-jardin-balbuena-venustiano-57064030.html,2.0,1.0,65.0,280.0,1,1.15, Venustiano Carranza,JardínBalbuena,1,0,0,0,0,0,0
Departamento en San Pedro de Los Pinos,"CALLE 10 NUM 21 , San Pedro de los Pinos, Alvaro Obregón",/propiedades/departamento-en-san-pedro-de-los-pinos-57031740.html,2.0,1.0,85.0,85.0,1,0.800289, Alvaro Obregón,SanPedrodelosPinos,0,0,0,0,0,0,0
Preventa de Departamentos Gorostiza,"Morelos, Cuauhtémoc",/propiedades/preventa-de-departamentos-gorostiza-57051496.html,2.0,1.0,52.0,52.0,1,1.39, Cuauhtémoc,Morelos,1,0,0,0,0,0,1
"Departamento en Xochicalco, Santa Cruz Atoyac, B. Juarez","Santa Cruz Atoyac, Benito Juárez",/propiedades/departamento-en-xochicalco-santa-cruz-atoyac-b.-57051644.html,2.0,1.0,70.0,70.0,1,1.529973, Benito Juárez,SantaCruzAtoyac,0,0,0,1,0,0,0
Departamentos en Venta en Colonia Los Alpes,"Adolfo Lopez Mateos, Los Alpes, Alvaro Obregón",/propiedades/departamentos-en-venta-en-colonia-los-alpes-57052216.html,2.0,2.0,76.0,76.0,1,5.42, Alvaro Obregón,LosAlpes,0,0,0,1,0,1,0
Departamento en Venta en Lomas de Santa Fe,"Lomas de Santa Fe, Alvaro Obregón",/propiedades/departamento-en-venta-en-lomas-de-santa-fe-57032746.html,3.0,3.0,300.0,300.0,1,22.0, Alvaro Obregón,LomasdeSantaFe,1,0,0,0,0,0,0
"Bahia de Las Palmas 34, Veronica Anzures. Departamento a 5 Minutos de Polanco","BAHIA DE LAS PALMAS 34, Veronica Anzures, Miguel Hidalgo",/propiedades/bahia-de-las-palmas-34-veronica-anzures.-departamento-57069367.html,3.0,2.0,115.0,115.0,1,1.7, Miguel Hidalgo,VeronicaAnzures,0,0,0,0,0,0,0
Departamento en Venta Acacias del Valle Sur,"Acacias, Benito Juárez",/propiedades/departamento-en-venta-acacias-del-valle-sur-57056820.html,2.0,2.0,116.0,116.0,1,5.0999989999999995, Benito Juárez,Acacias,1,0,0,1,0,1,1
Departamento en Venta en Polanco,"Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-en-polanco-57004654.html,2.0,3.0,270.0,270.0,0,24.2, Miguel Hidalgo,Polanco,0,0,0,0,0,1,0
Departamento Tipo Pent House,"Hipódromo, Cuauhtémoc",/propiedades/departamento-tipo-pent-house-57044925.html,2.0,3.0,115.0,150.0,1,10.197000000000001, Cuauhtémoc,Hipódromo,0,0,0,0,0,0,1
Se Vende Departamento en Exclusivo Desarrollo Ubicado en La Colonia Valle Gomez,"EL BORDO, Valle Gómez, Venustiano Carranza",/propiedades/se-vende-departamento-en-exclusivo-desarrollo-ubicado-57057396.html,2.0,2.0,53.0,53.0,1,1.56114, Venustiano Carranza,ValleGómez,0,0,0,1,0,0,0
"Venta de Departamento en Col. Tizapán San Ángel $4,000,000pesos.","Canoa 10, Tizapan, Alvaro Obregón",/propiedades/venta-de-departamento-en-col.-tizapan-san-angel-57057410.html,3.0,2.0,134.0,134.0,1,4.0, Alvaro Obregón,Tizapan,0,0,0,1,1,0,1
Se Vende Departamento en Polanco,"Polanco II Sección, Miguel Hidalgo",/propiedades/se-vende-departamento-en-polanco-57070598.html,3.0,3.0,187.0,187.0,1,15.0, Miguel Hidalgo,PolancoIISección,0,0,0,1,0,0,0
Precioso PH en El Corazón de Polanco,"calderon de la barca, Polanco, Miguel Hidalgo",/propiedades/precioso-ph-en-el-corazon-de-polanco-57070621.html,2.0,2.0,212.0,212.0,0,21.956, Miguel Hidalgo,Polanco,0,0,0,1,0,1,0
"Magnifico Depto, Buena Ubicación, Hipódromo","Laredo, Hipódromo, Cuauhtémoc",/propiedades/magnifico-depto-buena-ubicacion-hipodromo-57057584.html,2.0,2.0,128.0,128.0,1,8.1955, Cuauhtémoc,Hipódromo,0,0,0,1,1,1,0
"Vende Departamento en Exclusivo Desarrollo, Ubicado en La Colonia Valle Gómez","EL BORDO, Valle Gómez, Venustiano Carranza",/propiedades/vende-departamento-en-exclusivo-desarrollo-ubicado-en-57057599.html,2.0,2.0,109.0,109.0,1,2.04, Venustiano Carranza,ValleGómez,0,0,0,1,0,0,0
Iluminado y Muy Bien Ubicado Departamento en Hipodromo Consesa.,"Condesa, Cuauhtémoc",/propiedades/iluminado-y-muy-bien-ubicado-departamento-en-hipodromo-57054992.html,2.0,2.0,182.0,182.0,1,8.2, Cuauhtémoc,Condesa,0,0,0,1,1,0,0
Departamento en Bosque 6060 con Inigualable Vista Listo Para Estrenar,"Desierto de los Leones 6060, Olivar de los Padres, Alvaro Obregón",/propiedades/departamento-en-bosque-6060-con-inigualable-vista-57045614.html,3.0,4.0,255.0,255.0,1,14.0, Alvaro Obregón,OlivardelosPadres,1,1,0,1,1,1,0
"Sofocles 136, Polanco Departamento de 3 Recamaras Venta Directa","SOFOCLES 136, Polanco, Miguel Hidalgo",/propiedades/sofocles-136-polanco-departamento-de-3-recamaras-57067235.html,3.0,3.0,260.0,260.0,1,16.5, Miguel Hidalgo,Polanco,0,0,0,0,0,0,0
"Venta de Departamento en Col. Narvarte $1,670,000pesos.","Narvarte, Benito Juárez",/propiedades/venta-de-departamento-en-col.-narvarte-57058066.html,3.0,2.0,185.0,185.0,1,1.67, Benito Juárez,Narvarte,0,0,0,1,0,0,0
Departamento en Venta en Cosmocrat Santa Fe,"Santa Fe, Alvaro Obregón",/propiedades/departamento-en-venta-en-cosmocrat-santa-fe-57055663.html,1.0,1.0,65.0,65.0,1,3.4, Alvaro Obregón,SantaFe,1,1,0,1,0,0,0
Bonito Departamento Parque Jardin,"Avenida Jardin 330, Ampliación Del Gas, Azcapotzalco",/propiedades/bonito-departamento-parque-jardin-57058144.html,3.0,2.0,100.0,100.0,1,3.75, Azcapotzalco,AmpliaciónDelGas,0,0,0,1,0,0,0
"Departamento de Recuperación Hipotecaria, Col. Narvarte Oriente","José María Vertiz 736, Narvarte, Benito Juárez",/propiedades/departamento-de-recuperacion-hipotecaria-col.-57046001.html,3.0,2.0,185.0,185.0,1,1.67, Benito Juárez,Narvarte,0,0,0,1,0,0,0
Departamento en Bellavista,"JILGUERO 26, Bellavista, Alvaro Obregón",/propiedades/departamento-en-bellavista-57046006.html,2.0,1.0,85.0,85.0,1,1.105593, Alvaro Obregón,Bellavista,0,0,0,0,0,0,0
Departamento Cosmocrat Santa Fé,"Santa Fe Centro Ciudad, Alvaro Obregón",/propiedades/departamento-cosmocrat-santa-fe-57046084.html,2.0,2.0,90.0,90.0,1,4.98, Alvaro Obregón,SantaFeCentroCiudad,0,0,0,1,0,0,0
Hermoso Departamento en Residencial Maranta,"Lomas de Vista Hermosa, Cuajimalpa de Morelos",/propiedades/hermoso-departamento-en-residencial-maranta-57058527.html,2.0,2.0,141.0,141.0,1,7.98, Cuajimalpa de Morelos,LomasdeVistaHermosa,0,1,1,0,0,0,0
Departamento en Nextengo,"AV CENTENARIO 407, Nextengo, Azcapotzalco",/propiedades/departamento-en-nextengo-57046338.html,2.0,1.0,85.0,85.0,1,1.116956, Azcapotzalco,Nextengo,0,0,0,0,0,0,0
Se Vende Departamento Ubicado en Eje Central,"EJE CENTRAL LAZARO CARDENAS, Obrera, Cuauhtémoc",/propiedades/se-vende-departamento-ubicado-en-eje-central-57058670.html,2.0,2.0,67.0,67.0,1,2.4484529999999998, Cuauhtémoc,Obrera,0,0,0,1,0,0,0
Departamento en Venta en La Col. Ampliación Granada,"Lago Onega, Ampliación Granada, Miguel Hidalgo",/propiedades/departamento-en-venta-en-la-col.-ampliacion-granada-57046537.html,2.0,2.0,127.0,127.0,1,7.9, Miguel Hidalgo,AmpliaciónGranada,0,0,1,1,1,0,0
Remate Bancario Depto. en Escandon,"Escandón, Miguel Hidalgo",/propiedades/remate-bancario-depto.-en-escandon-57072399.html,3.0,2.0,194.0,194.0,1,1.205, Miguel Hidalgo,Escandón,0,0,0,0,0,0,0
Departamento en Alvaro Obregon,"NELLICE CAMPO BELLO  129, Carola, Alvaro Obregón",/propiedades/departamento-en-alvaro-obregon-57046915.html,2.0,1.0,75.0,75.0,1,0.66776, Alvaro Obregón,Carola,0,0,0,0,0,0,0
"Cda. Mercaderes, 1er Piso, Exterior.","Mercaderes (Cda.) 16, San José Insurgentes, Benito Juárez",/propiedades/cda.-mercaderes-1er-piso-exterior.-57059042.html,3.0,3.0,151.0,151.0,1,8.5, Benito Juárez,SanJoséInsurgentes,0,0,0,1,0,0,0
Departamento en Venta en Colonia Álamos,"Andalucía, Alamos, Benito Juárez",/propiedades/departamento-en-venta-en-colonia-alamos-57047290.html,2.0,2.0,65.0,65.0,1,4.2271, Benito Juárez,Alamos,0,0,0,1,0,0,0
Depto en Col Portales,"AZORES 609, Portales, Benito Juárez",/propiedades/depto-en-col-portales-57047378.html,2.0,1.0,70.0,70.0,1,0.747908, Benito Juárez,Portales,0,0,0,0,0,0,0
