name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos
Bosques de Las Lomas Departamento en Venta,"Bosques de las Lomas, Cuajimalpa de Morelos","Preciosas vistas, muy acogedor y calientito. Muy bonito edificio del Arquitecto Becker. Ideal para quien no quiere gastar mucho en mantenimiento, son $5, 600 mensuales. Gimnasio pequeño. EasyBroker id: eb-jf4571",/propiedades/bosques-de-las-lomas-departamento-en-venta-62929838.html,"MN 12,000,000",venta,,,,,
"Oportunidad, Estrene en un Ambiente Lujoso y Calido","Del Valle Centro, Benito Juárez","Vivir con vistas verdes y arboladas desde la gran terraza y en la intimidad de espacios interiores bellamente diseñados. Distribuido en 3 niveles. 1er. Nivel: Sala comedor, práctica y espléndida cocina abierta con barra. Cuarto de lavado. 2o. Nivel: 3 recámaras, la principal con gran vestidor y baño completo con doble lavamanos. 2a. Y 3a. Recámaras con magnificos clósets. Muy buen baño compartido para estas recámaras. 3er. Nivel. Enorme terraza privada jardinada con sistema de riego, con la más bonita vista arbolada, medio baño y bodega. Muros de concreto armado, pisos de duela real de tzalam, finisima carpintería en closets y muebles de clóstes y vestidor. Planta de aprovechamiento de agua, celdas solares.",/propiedades/oportunidad-estrene-en-un-ambiente-lujoso-y-calido-60825981.html,"MN 8,855,000",venta,,,,,
"PH Nuevo, Para Estrenar!, Narvarte Poniente - Narvarte Poniente","Narvarte Poniente, Benito Juárez","¡para estrenar! Departamento nuevo, con 3 recamaras, cuarto de tv ó estudio, &nbsp;2 baños, 2 cajones de estacionamiento, roof garden privado, elevador, en cuarto piso. Con Gimnasio y Asador en común. Vista exteriorExcelente oportunidad de vivir en un amplio, iluminado y hermoso departamento en una gran zona! previa cita&nbsp;Informes y citas: Cris Calderón Quarzum Bienes Raíces siempre contigo para alcanzar tus metas y tus sueños! Venta/Renta -Comercializadora de Inmuebles-Las propiedades publicadas son responsabilidad de cada uno de los asesores que colaboran en Quarzum Bienes Raíces.",/propiedades/ph-nuevo-para-estrenar!-narvarte-poniente-narvarte-64413138.html,"MN 6,980,000",venta,,,,,
"II Venta Depto Oportunidad Anastacio Bustamante 59, Presid de México, Iztapalapa","Presidentes de México, Iztapalapa","Anastacio Bustamante 59-104 D, Presidentes de México, Iztapalapa, Ver datos Ciudad de México, cdmx. * venta remate * contacto. ingrid A. Ibañez Ver datos 18. ¡excelente inversion! única oportunidad de adquirir esta propiedad. Puede ser utilizada para habitar, renta, remodelación o reventa; se encuentra en una de las mejores zonas. El costo de esta propiedad se encuentra abajo de su valor real comercial. Importante. El pago es aceptado sólo con recursos propios. ¿te interesa este inmueble? Contactanos. atención previa cita. contacto. ingrid A. Ibañez. Ver datos 18",/propiedades/ii-venta-depto-oportunidad-anastacio-bustamante-59-64254562.html,"MN 358,721",venta,,,,,
En Venta Depto en 9 Piso con Vista Al Wtc Col Napoles,"Nápoles, Benito Juárez","En venta depto. En 9º. Piso en la Col. Nápoles en calle Altadena 31. El depto. Cuenta con 136 metros más 12. 9 de terraza. 2 Recamaras con closet (la principal con vestidor) 2 baños completos. Sala-comedor con terraza. Cocina equipada con espacio para ante comedor. Área de lavado. Baño completo de servicio. 2 estacionamientos. Elevador directo al departamento. Vigilancia 24 horas. bodega. Roof Garden Común amplio. a unos pasos de parque de centros comerciales, wtc, Pepsi Center, de Av. De los Insurgentes, Viaducto, entre otras avenidas principales de la cdmx. Además de transporte público metro bus y mas. Se aceptan créditos Hipotecarios. Agenda tu visita al 55. Ver datos Celular y whats",/propiedades/en-venta-depto-en-9-piso-con-vista-al-wtc-col-napoles-62793617.html,"MN 5,650,000",venta,,,,,
Venta Departamentos Nuevos Col Portales,"Portales Norte, Benito Juárez","Venta de últimos Departamentos nuevos a precio de oportunidad para Entrega Inmediata. Un espacio lleno de luz y buena vibra donde puedes disfrutar momentos mágicos y disfrutar cómodamente una copa de vino en su roof garden. Acabados de lujo, Seguridad 24 horas y Ubicación Privilegiada. Edificio nuevo de 21 departamentos en 4 niveles; todos los departamentos con amplia e iluminada área social con cocina abierta con barra desayunador y área lavandería también con ventilación natural. Todos con dos recamaras con closets super super amplios, dos baños completos con ventilación natural, 1 ó 2 autos, los acabados son de ensueño (ve nuestro video) tecnologías verdes, pet friendly, vigilancia 24 horas, roof garden y algunos balcón. Adquiérelo sólo con sólo $330, 000 pesos a la firma del contrato y el saldo a la escritura. Aceptamos y tramitamos todos los créditos hipotecarios también Infonavit y Fovissste. Entrega Inmediata. prototipos: A) Total 116mt2; habitables 81mt2 y 35mt2 roof garden. Este departamento nuevo tiene 2 recamaras, 2 baños completos con ventilación natural, 1 estacionamiento y un Roof Garden compartido con solo otro departamento. $3, 295, 000 pesos. B) Total 129mt2; habitables 81mt2 +9. 0 balcón +39mt roof garden. Departamento exterior con 2 recamaras, 2 baños completos con ventilación natural, 1 estacionamiento y Roof Garden compartido con solo otro departamento Desde $3, 610, 000 pesos. C) Total 129mt2; habitables 81mt2 +9. 0 balcón +39mt roof garden. Departamento exterior con 2 recamaras, 2 baños completos con ventilación natural, en 1o nivel, 2 estacionamientos y Roof Garden compartido con solo otro departamento Desde $3, 835, 000 pesos. Si quieres comprar tu primer departamento con mucho gusto te ayudo. Mándame un mensaje y agenda tu cita. EasyBroker id: eb-kn0865",/propiedades/venta-departamentos-nuevos-col-portales-64159187.html,"MN 3,295,000",venta,,,,,
Excelente Oportunidad Bonito Departamento Exterior en Col. N,"Narvarte Poniente, Benito Juárez","Ven a conocer este departamento remodelado, listo para darle tu toque personal, ubicado en una de las mejores zonas de la Col. Narvarte, a media cuadra de Av. Universidad, muy cerca del metro, metrobus, centros comerciales, supermercados, escuelas, gimnasios, parques, etc. El departamento está en primer piso, es exterior y consta de: amplia estancia, cocina semi-abierta para equipar, una habitación con clóset y baño completo, todo con muy buena iluminación y ventilación. El departamento mide 58. 88 m2 habitables y en la azotea cuenta con una bodega privada de 6. 21 m2. Únicamente 12 departamentos, no cuenta con elevador ni estacionamiento. Calle muy bonita y arbolada, ¡ven a conocerlo!. EasyBroker id: eb-jt9954",/propiedades/excelente-oportunidad-bonito-departamento-exterior-en-63568175.html,"MN 2,250,000",venta,,,,,
Departamento en Venta en Colonia Nápoles,"Nápoles, Benito Juárez","Augusto Rodin 39 se encuentra en la colonia Nápoles, una excelente opción para vivir, ya que es una de la mejores conectadas de la ciudad, teniendo a solamente 4 cuadras del parque de la Nápoles (esparza oteo), a cuadras del metro San Antonio e Insurgentes Sur, lo que lo hace una excelente oportunidad de inversión. Se encuentra en una calle arbolada y tranquila. Es un proyecto de solo 17 unidades en 5 niveles, todos con dos recámaras y dos baños, estacionamiento. El desarrollo cuenta con roof garden común y vigilancia. Se entrega equipado, con cancelería, mármol en estancia y barra de granito en la cocina. Este departamento en venta en la colonia Nápoles cuenta con una magnífica distribución y muy buenos planes de pago. Agenda una visita! =) Ver datosVer datosLos mejores desarrollos en las zonas mas rentables de la ciudad. Investe. Mx",/propiedades/departamento-en-venta-en-colonia-napoles-63947098.html,"MN 4,800,000",venta,,,,,
Venta en Polanco 2r/2b/2e - 130 m&sup2; - Excelente Ubicación,"Polanco, Miguel Hidalgo","* ver video * Características de la propiedad: * Se puede rentar con muebles o sin muebles por el mismo precio. * Año de construcción 2012. * 130 mts Totales. * 1 Planta. * Es interior. * Línea blanca incluida: estufa, horno, microondas. * 2 Recámaras con opción a 3. * 2 Baños. * Walking closets. * Closets. * Cocina semi abierta. * Cuarto de servicio integrado. * Área de lavado integrado. * 2 Estacionamientos asignados. * Conmutador. * Se encuentra en el octavo piso. * Acepta mascotas. Tipos de piso: * Cerámica. * Madera. Acabados de los baños: * Cerámica. * Canceles de vidrio. Mesones de la cocina: * Granito. El condo consta con: * Elevador. * Seguridad 24/7. * Conserje. * Cámaras de seguridad. * Roof garden comunal. * 2 Departamento por piso. * 24 Departamentos en total. Nota: *Se puede rentar en airbnb. *Predial anual $10, 000. 00. *$3, 000. 00 de mantenimiento",/propiedades/venta-en-polanco-2r-2b-2e-130-m-sup2--excelente-62628078.html,"MN 7,100,000",venta,,,,,
"¡Baja de Precio!, Departamento en 4 Árboles, Venustiano Carranza, Cd. de México.","4 Arboles, Venustiano Carranza","Excelente Inversión. Departamento en venta ubicado en Comisión del Maíz N° 5, Colonia 4 Árboles, Venustiano Carranza, Ciudad de México. El departamento se encuentra ubicado a 5 minutos del Aeropuerto Internacional Benito Juárez de la Ciudad de México. Principales vías de comunicación: Calzada Ignacio Zaragoza, Avenida Hangares de Aviación Fuerza Aérea Mexicana (Eje 1 Norte) y el Distribuidor Vial de la calle Economía. Superficie total construida: 85. 80 m2. Características. Sala. Comedor. Cocina equipada. Tres recamaras. Dos baños. Estacionamiento para un automóvil. Jaula de tendido. Pisos de loseta. Servicios. Cisterna. Calentador de paso. Tanque de gas",/propiedades/-baja-de-precio!-departamento-en-4-arboles-61567706.html,"MN 2,370,000",venta,,,,,
Departamento Muy Cerca de Parque Delta en Preventa,"Portales Oriente, Benito Juárez","Departamento con roof garden privado y 2 terrazas Cuenta con: -2 estacionamientos fijos e independientes de vecinos-3 habtiaciones -sala comedor-cocina integral con barra de granito -Vigilancia, lobby, elevador y portón vehicular automatizado. Isabel la Católica 622 es un desarrollo de solamente 9 departamentos residenciales con excelente ubicación y los mejores acabados; centros comerciales cercanos como Parque Delta y a media cuadra del Parque Álamos, este proyecto ofrece una gran calidad de vida y ubicación. Agenda una visita! =) Los mejores desarrollos en las zonas mas rentables de la ciudad. Investe. Mx",/propiedades/departamento-muy-cerca-de-parque-delta-en-preventa-64027618.html,"MN 5,890,000",venta,,,,,
Venta Departamento de 2 Recamaras en Marina Park (Con Amenidades),"Granada, Miguel Hidalgo","A 10 minutos de Poanco y a 5 minutos del Nuevo Polanco: Departamento en venta el Condominio semi-nuevo Marina Park, y con amenidades de gran categoría: Gym equipado, Jardín, Alberca 20 mts, Juegos para niños, Roof Garden, Cancha de Paddel, Pista para correr, Área para Mascotas, Cine. Ubicado en piso 16 con una hermosa vista de cdmx y a los Volcanes en día despejados. Mucha luz natural, 2 recámaras, la principal con su baño en suite, 2 baños completos, bodega y 2 cajones. Amenidades de gran categoría: Gimnasio equipado (cardio y pesas), jardín con pista para correr, amplia alberca de 20 mts, Ludoteca, Roof Garden, Cancha de Padel, Area de Mascotas, cine, Salón de usos múltiples.",/propiedades/venta-departamento-de-2-recamaras-en-marina-park-con-63379606.html,"MN 3,980,000",venta,,,,,
Venta en Polanco 3r/2b/2e - Remodelado - 190 m&sup2; - Amplio,"Polanco, Miguel Hidalgo","* ver video * Descripción de la propiedad: * Línea blanca incluida: estufa, horno. * 190 m2 totales. * 3 Recamaras. * 2 Baños completos. * Walking closet. * Closets. * Cocina cerrada. * Cuarto de servicio integrado. * Area de lavado. * Conmutador. * Bodega. * 2 Estacionamientos. * Hay que dejar las llaves. * Acepta mascotas. * Se encuentra en el quinto piso. Acabados de la propiedad: * Pisos laminados y de loseta. * Baños de loseta. * Mesones de madera en la cocina. El condo cuenta con: * 2 Elevadores. * Seguridad 24/7. * Conserje. * Camara de seguridad. * 2 Departamentos por piso. * 22 Departamentos en total. Nota: * Mantenimiento $3, 300. 00",/propiedades/venta-en-polanco-3r-2b-2e-remodelado-190-m-sup2--61662784.html,"MN 10,400,000",venta,,,,,
"Excelente Departamento en Eleva, San Angel","San Ángel, Alvaro Obregón","Departamento en venta en el desarrollo eleva, 65 m2 totalmente terminado con pisos de madera. 1 recamara con vestidor y baño completo. 1 bodega. Áreas comunes: Alberca, Jacuzzi, cuarto de masaje, vapor, sauna, Spa, Vestidores con regaderas, Salón de usos múltiples, Ludoteca. Cuarto de lavado. Vigilancia y Seguridad 24 hrs. EasyBroker id: eb-it5434",/propiedades/excelente-departamento-en-eleva-san-angel-62483992.html,"MN 3,900,000",venta,,,,,
"Departamento en Cuauhtémoc con 1 Recámara, Id: 56872.","Cuauhtémoc, Cuauhtémoc","[ven] id houm: Ver datos. En Houm te lo hacemos más fácil y seguro. Los beneficios de comprar con nosotros: • Te ayudamos a conseguir financiamiento a través de una asesoría personalizada. • Mediación y seguimiento de todo el proceso. • Comisión del 2% + iva. ¡Solo te preocupas de las firmas! Departamento en venta, ubicado en la colonia Cuauhtémoc, con una superficie construida de 55 m² y superficie total de 55 m². Sus principales características son: • 1 recámara. • 1 baño. • Admite mascotas. • 1 estacionamiento. • Piso 3. • Año de construcción: 2001. • Bodega. Además, el inmueble cuenta con las siguientes amenidades: • Vigilancia 24 hrs. • Elevador. Si compras con nosotros, te brindamos asesoría personalizada durante todo el proceso. ¡Comienza una nueva etapa con Houm! Compra fácil, rápido y seguro.",/propiedades/departamento-en-cuauhtemoc-con-1-recamara-id:-56872.-63152806.html,"MN 2,820,000",venta,,,,,
Venta de Departamento en Col. Portales Oriente,"Portales Norte, Benito Juárez","Vivir en la col. Portales es una fantástica idea por su cercanía a calles principales, rutas de transporte, mercados y comercios para tener todo lo que necesitas a la vuelta de la esquina. El departamento consta de sala - comedor, cocina con barra y área de lavado, 2 recámaras la principal con baño privado, vestidor y balcón, 1 baño completo y 2 lugares de estacionamiento. Se encuentra en el 5to piso de un edificio con elevador, seguridad 24 horas y Roof Garden. EasyBroker id: eb-kr9171",/propiedades/venta-de-departamento-en-col.-portales-oriente-64333194.html,"MN 3,395,000",venta,,,,,
