name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos,toilets,age
Exclusivo Pent House en Zona de Alta Demanda,"Del Valle Centro, Benito Juárez","Vivienda de 3 habitaciones que goza de gran ubicación en la ciudad, en una zona de gran demanda y alta plusvalía, se encuentra solo a poca distancia a pie de colegios, tiendas, restaurantes, y centros comerciales. Exclusivo edificio de solo 4 departamentos, con grandes ventanas panorámicas, acabados de alto nivel madera en pisos, carpintería con gran diseño, espacios abiertos, iluminados y ventilados naturalmente, las 3 Recamaras cuentan con vestidor, cocina moderna y finos materiales, una gran isla con cubierta de granito, alacena y gran espacio de almacenamiento, sala y comedor completamente abiertos con una gran terraza que pueden integrar al área social, cuenta con estacionamiento techado para 2 o 3 autos totalmente independientes, además bodega y un gran Roof Garden Privado de 94m² con gran espacio y espectaculares vistas, el acceso al departamento es con cerradura digital con codigo, el desarrollo cuenta con seguridad 24 horas. ¿Quieres saber más? Estamos encantados de ayudarte a elegir el mejor hogar para tu familia. Descubre tu próximo hogar con nosotros.",/propiedades/exclusivo-pent-house-en-zona-de-alta-demanda-64376869.html,"MN 12,800,000",venta,3.0,2.0,191.0,287.0,3.0,,
Rione | Departamento en Preventa | Acacías | Benito Juarez,"Mixcoac, Benito Juárez","Exclusivo desarrollo residencial con 16 hermosos departamentos de Diseño funcional, con finos acabados, luz led, cajillos de luz indirecta, cocinas y carpintería dealta gama. Con sólo 6 niveles, y en un concepto Boutique disfruta de tu primer depapartamento de 75. 63. -2 Recámaras. -2 Baños. -2 Estacionamiento. -Sala/Comedor. -Altura de 2. 90. -Balcón 7. 09. precio lista: $4, 965, 000. 00. precio promoción: $4, 468, 500. 00. EasyBroker id: eb-kr5487",/propiedades/rione-departamento-en-preventa-acacias-benito-64313111.html,"MN 4,468,500",venta,2.0,2.0,75.0,75.0,2.0,,
Increible Departamento en La Roma,"Roma Sur, Cuauhtémoc","Amplio e iluminado, mucha luz, soleado, techos altos, cocina abierta tipo americano, opción para otra recámara. •17 años. •106 m2. • 2 Recámaras, la principal con baño privado y walkin closet. •2 Baños en total. •1 estacionamiento. • Vigilancia las 24 horas. • Elevador hasta el estacionamiento. • Excelente estado de conservación.",/propiedades/increible-departamento-en-la-roma-62867321.html,"MN 4,100,000",venta,2.0,2.0,106.0,106.0,1.0,,
"Departamento en Héroes de Padierna, Tlalpan","Tlalpan, Tlalpan","Departamento en venta en Calle Calkini #325Departamento en venta en Calle Calkini #325 Int. 203, Col. Héroes de Padierna, Tlalpan C. P. Ver datos, cdmxdisfruta un departamento muy acogedor de 96 m2 de construcción, cuenta con elevador, bodega, cisterna, gas estacionario, estancia de sala-comedor, 3 habitaciones, 2 baños completos, 1 patio de servicio y 2 cajones de estacionamiento. Cuenta con un cuarto de servicio en el piso superior con unas barras de lavado a mano. Encuentra más propiedades en Pulppo. com",/propiedades/departamento-en-heroes-de-padierna-tlalpan-64343909.html,"MN 2,620,000",venta,3.0,2.0,96.0,96.0,2.0,,
Quo Marina Departamento Nuevo a La Venta en Lomas de Chamizal (Mc),"Lomas del Chamizal, Cuajimalpa de Morelos","Quo marina Departamento nuevo a la venta en Lomas de Chamizal (mc). Ven y estrena departamento, con acabados finos varios tipos de departamento para que puedas escoger el que más te guste. Cuenta con&nbsp; 79. 2 mts. Habitables, &nbsp; estancia sala y comedor con salida al Balcón de 4. 7mts. , pisos de mármol santo Tomás sand blasteado, cocina integral equipada, estufa de seis quemadores y micro campana con cubiertas de granito negro San&nbsp;Gabriel, 1&nbsp;recámara con vestidor y balcón, pisos laminados, 1&nbsp;baño completo, medio baño de visitas, área de lavado y un estacionamiento con opción a comprar otro al precio de 150, 000mn. Amenidades: roof con asador. Mantenimiento pendiente. Departamento con acabados finos listo para estrenar. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/quo-marina-departamento-nuevo-a-la-venta-en-lomas-de-64512774.html,"MN 4,119,000",venta,1.0,,79.0,83.0,1.0,1.0,
Departamento en Venta Colonia Jardin Balbuena,"Jardín Balbuena, Venustiano Carranza",Departamento en venta ubicado en Avenida del taller 791 colonia Jardín Balbuena. Las características del inmueble: 69 mts2. ubicado en el 2do piso. 3 habitaciones. 1 baño. alacena. cocina integral. Edificio con 20 departamentos. EasyBroker id: eb-ks8047,/propiedades/departamento-en-venta-colonia-jardin-balbuena-64361396.html,"MN 1,600,000",venta,3.0,,69.0,69.0,1.0,,
Departamento en Extrenadura Insurgentes,"Extremadura Insurgentes, Benito Juárez","Amplio departamento!! La colonia Extremadura Insurgentes es ideal para vivir por su tranquilidad y cercanía a zonas importantes de la ciudad. El departamento cuenta con sala - comedor, cocina independiente con barra y cuarto de lavado, 2 amplias recámaras, la principal con baño privado y vestidor y la secundaria con closet, 1 baños completo y 2 cajones de estacionamiento, además el depa cuenta con 1 bodega de 4 m2 aprox. Dentro del edificio podrás disfrutar de estupendas amenidades como: Gimnasio, Business Center y Ludoteca, además cuenta con seguridad 24 horas y elevador. Con una excelente ubicación cercano a Av. Insurgentes, Av. Extremadura, Av. Patriotismo, Metro Mixcoac, Metrobús Félix Cuevas, Galerías Insurgentes, a 10 minutos caminando del Parque Hundido y mucho más.",/propiedades/departamento-en-extrenadura-insurgentes-64494548.html,"MN 4,495,000",venta,2.0,2.0,96.0,,2.0,,
"Bosques de Las Lomas, Departamento a La Venta en Residencial La Perla (Mc)","Bosques de las Lomas, Cuajimalpa de Morelos","Residencial La Perla, departamento a la venta en Bosques de las Lomas (rc). Perfecto estado de conservación. Consta de 395 m2, estancia, cocina integral, 3 recámaras con baño y vestidor, family con desayunador. Cuarto de servicio y lavado, mantenimiento $10, 900 mn. , bodega, elevador directo al piso y 4 estacionamientos. Amenidades: salón de fiestas, gimnasio, alberca, jacuzzi, ludoteca, cancha de paddel, juegos infantiles. Edificio con excelente mantenimiento, seguridad y muy buena ubicación. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/bosques-de-las-lomas-departamento-a-la-venta-en-64512782.html,"MN 16,500,000",venta,3.0,3.0,395.0,395.0,4.0,1.0,
Venta Departamento en Col del Valle 2 Recámaras,"Del Valle Centro, Benito Juárez","Departamento que siempre soñaste en Nicolás San Juan, Del Valle Centro, Benito Juárez. Cuenta con una superficie de construcción de 106 m2 habitables más 98 m2 de roof garden y balcón. La propiedad tiene excelente iluminación y distribución de espacios, sala, comedor, cocina integral, 2 recámaras, 2 1/2 baños, elevador, 1 cajón de estacionamiento independiente donde caben 2 autos, seguridad y amenidades en el edificio. Cerca de la zona encontrarás áreas verdes, así como restaurantes, centros comerciales y medios de transporte. Encuentra más propiedades en Pulppo. com",/propiedades/venta-departamento-en-col-del-valle-2-recamaras-64107141.html,"MN 5,795,000",venta,2.0,2.0,204.0,204.0,1.0,,
"Residencial Vidalta, Departamento a La Venta (Mc)","Bosques de las Lomas, Cuajimalpa de Morelos","Residencial Vidalta, edificio muy exclusivo con dos entradas, departamento en venta. (mc) Cuenta con amplia estancia, vista panoramica, 3 recamaras con baño y vestidor cada una, área de family Room muy grande y cocina integral. 3 estacionamientos, 6 elevadores, bodega, mant. $20'000 pesos mensuales. Amenidades: jardín muy grande con juegos infantiles, spa para mujeres y hombres gimnasio equipado y con ring de box, salones de usos múltiples, 2 albercas con jacuzzi, restaurante, sushibar y sports bar, salones de fiesta, salon de jóvenes y ludoteca. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/residencial-vidalta-departamento-a-la-venta-mc-64274228.html,"USD 950,000",venta,3.0,3.0,336.0,336.0,3.0,1.0,
Departamento Exterior Amplios Espcios y Excelentes Condiciones,"Pueblo de Santa Ursula Coapa, Coyoacán","Departamento venta be grand coyoacan. Bonito Departamento con espacio de 160m2, con mucha luz y confort. Consta de 3 recámaras con baño completo, la principal cuenta con amplio walk in closet y doble lavabo, estudio de tv, cocina abierta con barra de granito( incluye horno de microondas), cuarto de lavado y cuarto de servicio con baño completo. Se entrega pintado de blanco y con persianas black out. Ubicado en el 5to piso, con elevador, cuenta con 3 cajones de estacionamiento techados e independientes, no se estorba con vecinos y bodega extra en sótano. En un fraccionamiento con todas las amenidades para hacer de tu día un día inmejorable con alberca climatizada y techada, gym, áreas de juegos infantiles y ludoteca, así como una cancha de basketball y fútbol. Contarás con un salón de eventos de hasta 180 personas para realizar cualquier celebración, así como varios lobbys, donde tus amigos la pasarán increíble cuando te visiten ya cuenta con estacionamiento para visitas. Muchas áreas verdes y un área exclusiva para tus mascotas. El desarrollo cuenta con seguridad las 24 horas",/propiedades/departamento-exterior-amplios-espcios-y-excelentes-64056375.html,"MN 6,500,000",venta,3.0,3.0,160.0,160.0,3.0,,
"Santa Fe, Departamento a La Venta en Cosmocrat (Mc)","Santa Fe, Alvaro Obregón","Residencial Cosmocrat Santa Fe, departamento en venta, excelente iluminación y distribución. (mc). Cuenta con 81 mts, sala, comedor, cocina, 2 recamaras, la principal con baño completo, área de lavado, 2 baños, 2 lugares de estacionamientos, seguridad privada, mantenimiento $3, 650 mn. Áreas comunes: alberca, gimnasio, salón de fiestas, bussines Center, ludoteca. Excelente para vivir o para inversión en santa fe, frente a patio santa fe, acceso para la carretera Toluca, a 5 minutos de tamarindos, 5 minutos de C. Comercial Santa Fe. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/santa-fe-departamento-a-la-venta-en-cosmocrat-mc-64512747.html,"MN 4,400,000",venta,2.0,2.0,81.0,81.0,2.0,,
Nuevo Polanco: Departamento con Diseño de Interiores,"Anáhuac I Sección, Miguel Hidalgo","Hermoso departamento con diseño de interiores y con hermosa vista en bgrand Polanco. Cuenta con sala, comedor, cocina integral, 1 habitación, 1 baño completo y 1 lugar de estacionamiento. Seguridad 24 horas y de amenidades cuenta con spa, gym, ludoteca, salón de eventos, alberca, jacuzzi y sala de cine. Informes con Ruth Ortiz al 55 Ver datos, Ver datos. 62 ó al Ver datos. 61",/propiedades/nuevo-polanco:-departamento-con-diseno-de-interiores-64114354.html,"MN 4,590,000",venta,1.0,,73.0,73.0,1.0,,
"Excelente Departamento con Terraza, Amplios Espacios y Acabados de Lujo","Polanco, Miguel Hidalgo",Ubicado dentro de desarrollo nuevo de 2 torres de departamentos de 6 unidades cada una. Cuenta con 181 m2 habitables más 30 m2 de terraza y jardinera: - 2 recámaras con su baño propio y vestidor. Ambas con acceso a terraza. - Sala comedor con gran ventanal y jardinera además de baño de visitas. - Cocina con gran barra de granito. - Área de lavado con cto de servicio y su propio baño completo. - Sala de tv o family. - 2 cajones de estacionamiento. Interesados contactar en día y horario abierto.,/propiedades/excelente-departamento-con-terraza-amplios-espacios-y-62265597.html,"MN 17,500,000",venta,2.0,2.0,181.0,212.0,2.0,1.0,
Lujoso Garden House Aristoteles Polanco,"Polanco, Miguel Hidalgo","En venta increible garden house con Diseño minimalista. Doble Terraza y Roof Garden común equipado con jacuzzi asadores y kids area. precio $22, 500, 000El edificio es estilo hotel boutique Diseñado por Grupo Arquitectura a cargo de Arq Daniel AlvarezSwNdZfpb•172m2 habitables y 62m2 de terrazas• Hermosa Estancia con piso de madera de ingeniería y concreto aparente. Acceso a terraza exterior. •2 habitaciones interiores la principal con amplio vestidor y baño completo con canceleria de vidrio templado. Recámara secundaria con amplio closet. Ambas con acceso directo a terraza posterior. • Cocina abierta con barra desayunador en granito Ebony Crystal Leather finish, luz indirecta en gabinetes, cierre lento en bisagras de alta calidad alemana y carpinterías de alta calidad. Incluye Electrodomésticos. •Cuarto de servicio con baño completo •Cuarto de lavado con instalaciones y Centro de lavado incluido. • Sistema de sonido bosé en todo el departamento • Persianas incluidas. •2 lugares de estacionamiento techado ubicado en sótano 1, uno a un lado del otro. No se estorban entre sí. •Bodega en sotano nivel estacionamiento •gym en pb equipado con terraza y salones de masajes•Vigilancia 24/7 con cctv en exteriores e interiores de áreas comunes. •Lobby con accesos controlados•ElevadoresEncuentra más propiedades en Pulppo. com",/propiedades/lujoso-garden-house-aristoteles-polanco-63767134.html,"MN 22,500,000",venta,2.0,3.0,172.0,234.0,2.0,,
